Negócio - Negócio criado em,Negócio - Organização 2,Negócio - Novo cliente?,Negócio - Etapa,Negócio - Status,Negócio - Data de ganho,Negócio - Data de perda,Organização - Canal de Origem,Negócio - Data atualizada,Negócio - Data da Última Atividade
2021-07-21 16:59:31,Imobiliária 168,Sim,02 - Ta quente!,Perdido,,2021-10-14 10:28:23,Tipo C,2021-10-14 10:28:23,
2021-07-21 16:59:52,Imobiliária 3,Sim,02 - Ta quente!,Perdido,,2021-10-13 17:17:50,Tipo B,2021-10-13 17:17:50,2021-08-12
2021-07-21 17:00:05,Imobiliária 92,,01 - Contato,Em aberto,,,Tipo A,2021-09-28 11:37:23,2021-09-27
2021-07-21 17:02:40,Imobiliária 183,,02 - Ta quente!,Perdido,,2021-09-14 10:31:31,Tipo B,2021-09-14 10:31:31,2021-08-03
2021-07-21 17:03:44,Imobiliária 3,Sim,02 - Ta quente!,Perdido,,2021-07-27 11:10:12,Tipo B,2021-07-27 11:10:12,
2021-07-21 17:03:56,Imobiliária 151,,02 - Ta quente!,Perdido,,2021-09-22 17:03:35,Tipo C,2021-09-22 17:03:35,2021-09-10
2021-07-21 17:03:57,Imobiliária 183,,02 - Ta quente!,Em aberto,,,Tipo B,2021-09-30 10:25:13,2021-08-19
2021-07-21 17:06:38,Imobiliária 168,Sim,02 - Ta quente!,Perdido,,2021-10-14 10:31:21,Tipo C,2021-10-14 10:31:21,
2021-07-21 17:10:37,Imobiliária 187,,02 - Ta quente!,Perdido,,2021-09-15 17:27:31,Tipo C,2021-09-15 17:27:31,2021-09-14
2021-07-21 17:11:46,Imobiliária 187,,02 - Ta quente!,Perdido,,2021-08-11 11:40:11,Tipo C,2021-08-20 17:20:01,2021-08-11
2021-07-21 17:13:37,Imobiliária 197,Sim,02 - Ta quente!,Perdido,,2021-07-30 09:09:26,Tipo B,2021-07-30 09:09:26,
2021-07-21 17:14:09,Imobiliária 9,,02 - Ta quente!,Perdido,,2021-09-06 10:46:21,Tipo C,2021-09-06 10:46:21,
2021-07-21 17:14:47,Imobiliária 197,Sim,02 - Ta quente!,Perdido,,2021-07-30 09:09:06,Tipo B,2021-07-30 09:09:06,
2021-07-21 17:15:49,Imobiliária 9,,02 - Ta quente!,Perdido,,2021-09-06 16:33:18,Tipo C,2021-09-06 16:33:18,2021-07-27
2021-07-21 17:16:28,Imobiliária 74,Sim,05 - Acompanhamento,Perdido,,2021-07-22 16:54:16,Tipo C,2021-07-22 16:54:16,
2021-07-21 17:16:56,Imobiliária 74,Não,05 - Acompanhamento,Perdido,,2021-09-15 16:53:04,Tipo C,2021-09-15 16:53:05,2021-08-09
2021-07-21 17:17:15,Imobiliária 9,,02 - Ta quente!,Perdido,,2021-08-02 10:12:04,Tipo C,2021-08-02 10:12:04,
2021-07-21 17:17:29,Imobiliária 74,Não,05 - Acompanhamento,Perdido,,2021-07-22 16:54:05,Tipo C,2021-07-22 16:54:05,2021-07-22
2021-07-21 17:18:19,Imobiliária 9,,02 - Ta quente!,Perdido,,2021-08-02 09:23:09,Tipo C,2021-08-02 09:23:09,
2021-07-21 17:20:21,Imobiliária 9,,02 - Ta quente!,Perdido,,2021-08-02 09:22:57,Tipo C,2021-08-02 09:22:57,
2021-07-21 17:21:01,Imobiliária 5,Não,04 - Pós-visita,Perdido,,2021-07-26 14:53:16,Tipo C,2021-07-26 14:53:17,2021-07-22
2021-07-21 17:22:37,Imobiliária 9,,02 - Ta quente!,Perdido,,2021-09-14 11:37:33,Tipo C,2021-09-14 11:37:33,2021-07-27
2021-07-21 17:23:46,Imobiliária 157,Sim,02 - Ta quente!,Perdido,,2021-10-14 10:31:12,Tipo C,2021-10-14 10:31:12,2021-07-30
2021-07-21 17:23:50,Imobiliária 9,,02 - Ta quente!,Perdido,,2021-09-06 16:33:35,Tipo C,2021-09-06 16:33:35,2021-07-26
2021-07-21 17:24:48,Imobiliária 85,,01 - Contato,Em aberto,,,Tipo A,2021-09-13 10:55:46,2021-07-28
2021-07-21 17:24:56,Imobiliária 9,,02 - Ta quente!,Perdido,,2021-07-31 11:34:57,Tipo C,2021-07-31 11:34:57,2021-07-27
2021-07-21 17:25:41,Imobiliária 9,,02 - Ta quente!,Perdido,,2021-09-06 16:32:48,Tipo C,2021-09-06 16:32:48,2021-08-12
2021-07-21 17:33:59,Imobiliária 19,Sim,02 - Ta quente!,Perdido,,2021-10-14 09:06:46,Tipo D,2021-10-14 09:06:46,2021-09-09
2021-07-21 17:40:41,Imobiliária 26,,02 - Ta quente!,Perdido,,2021-09-06 11:56:04,Tipo B,2021-09-06 11:56:04,2021-07-26
2021-07-21 17:55:56,Imobiliária 115,Sim,02 - Ta quente!,Perdido,,2021-10-14 10:28:10,Tipo B,2021-10-14 10:28:10,
2021-07-22 08:14:36,Imobiliária 41,,02 - Ta quente!,Perdido,,2021-07-26 14:47:53,Tipo D,2021-07-26 14:47:54,
2021-07-22 08:20:40,Imobiliária 41,,02 - Ta quente!,Perdido,,2021-07-26 14:47:23,Tipo D,2021-07-26 14:47:24,
2021-07-22 08:20:41,Imobiliária 58,Sim,02 - Ta quente!,Perdido,,2021-09-16 14:57:04,Tipo D,2021-09-16 14:57:04,2021-07-29
2021-07-22 08:22:24,Imobiliária 160,Sim,05 - Acompanhamento,Perdido,,2021-08-07 09:26:06,Tipo B,2021-08-07 09:26:06,2021-07-26
2021-07-22 08:22:28,Imobiliária 3,Sim,02 - Ta quente!,Perdido,,2021-09-06 11:44:47,Tipo B,2021-09-06 11:44:47,
2021-07-22 08:22:41,Imobiliária 41,,02 - Ta quente!,Perdido,,2021-07-27 11:08:01,Tipo D,2021-07-27 11:08:02,2021-07-27
2021-07-22 08:24:07,Imobiliária 160,Não,05 - Acompanhamento,Perdido,,2021-07-24 12:03:53,Tipo B,2021-07-24 12:03:53,2021-07-23
2021-07-22 09:13:06,Imobiliária 3,Sim,02 - Ta quente!,Perdido,,2021-09-06 11:42:02,Tipo B,2021-09-06 11:42:02,
2021-07-22 09:28:47,Imobiliária 203,,01 - Contato,Em aberto,,,Tipo B,2021-10-14 14:55:50,2021-09-15
2021-07-22 09:30:38,Imobiliária 203,Sim,02 - Ta quente!,Perdido,,2021-09-06 10:48:31,Tipo B,2021-09-06 10:48:31,
2021-07-22 09:45:54,Imobiliária 146,Sim,05 - Acompanhamento,Perdido,,2021-07-31 09:48:51,Tipo B,2021-07-31 09:48:51,2021-07-30
2021-07-22 09:58:20,Imobiliária 131,,01 - Contato,Em aberto,,,Tipo B,2021-10-13 17:14:47,2021-07-30
2021-07-22 10:07:20,Imobiliária 203,Sim,04 - Pós-visita,Perdido,,2021-07-23 09:28:35,Tipo B,2021-07-23 09:28:35,
2021-07-22 10:09:22,Imobiliária 58,Sim,02 - Ta quente!,Perdido,,2021-09-16 14:56:51,Tipo D,2021-09-16 14:56:51,2021-07-29
2021-07-22 10:10:55,Imobiliária 58,Sim,02 - Ta quente!,Perdido,,2021-09-16 14:59:23,Tipo D,2021-09-16 14:59:23,2021-07-29
2021-07-22 10:11:09,Imobiliária 43,Não,05 - Acompanhamento,Perdido,,2021-07-27 08:56:30,Tipo D,2021-07-27 08:56:30,2021-07-27
2021-07-22 10:11:43,Imobiliária 26,Sim,03 - Visita Agendada,Perdido,,2021-07-27 10:40:21,Tipo B,2021-07-27 10:40:21,
2021-07-22 10:12:52,Imobiliária 105,,02 - Ta quente!,Perdido,,2021-07-28 16:31:22,Tipo B,2021-07-28 16:31:23,2021-07-28
2021-07-22 10:13:19,Imobiliária 10,,02 - Ta quente!,Em aberto,,,Tipo C,2021-10-14 11:13:17,2021-09-20
2021-07-22 10:18:45,Imobiliária 10,,02 - Ta quente!,Em aberto,,,Tipo C,2021-09-20 11:20:59,2021-07-27
2021-07-22 10:21:11,Imobiliária 105,Não,03 - Visita Agendada,Perdido,,2021-07-22 11:29:56,Tipo B,2021-07-22 11:29:56,
2021-07-22 10:22:33,Imobiliária 161,,02 - Ta quente!,Perdido,,2021-07-22 15:01:28,Tipo B,2021-07-22 15:01:28,
2021-07-22 10:28:00,Imobiliária 166,,01 - Contato,Perdido,,2021-09-30 14:51:37,Tipo B,2021-10-09 10:54:07,2021-10-11
2021-07-22 10:32:32,Imobiliária 166,,01 - Contato,Em aberto,,,Tipo B,2021-10-14 10:30:03,2021-08-03
2021-07-22 10:32:54,Imobiliária 203,Sim,05 - Acompanhamento,Perdido,,2021-09-13 12:58:14,Tipo B,2021-09-13 12:58:14,2021-07-26
2021-07-22 10:33:25,Imobiliária 203,Não,04 - Pós-visita,Perdido,,2021-07-23 09:29:00,Tipo B,2021-07-23 09:29:00,
2021-07-22 10:40:01,Imobiliária 146,,01 - Contato,Perdido,,2021-07-22 10:52:58,Tipo B,2021-07-22 10:52:58,
2021-07-22 10:50:26,Imobiliária 211,,01 - Contato,Perdido,,2021-09-06 16:36:03,Tipo C,2021-10-09 10:51:42,2021-09-27
2021-07-22 10:52:25,Imobiliária 135,Sim,02 - Ta quente!,Perdido,,2021-09-06 11:54:31,Tipo B,2021-09-06 11:54:31,
2021-07-22 10:52:29,Imobiliária 146,,01 - Contato,Perdido,,2021-07-22 10:53:06,Tipo B,2021-07-22 10:53:06,
2021-07-22 10:54:38,Imobiliária 3,Sim,02 - Ta quente!,Perdido,,2021-10-13 17:31:19,Tipo B,2021-10-13 17:31:19,2021-09-13
2021-07-22 11:04:00,Imobiliária 171,Não,04 - Pós-visita,Perdido,,2021-07-23 16:12:10,Tipo C,2021-07-23 16:12:10,2021-07-23
2021-07-22 11:07:43,Imobiliária 85,Sim,02 - Ta quente!,Perdido,,2021-09-06 11:46:10,Tipo A,2021-09-06 11:46:10,
2021-07-22 11:11:12,Imobiliária 160,,02 - Ta quente!,Perdido,,2021-07-28 16:48:01,Tipo B,2021-07-28 16:48:02,2021-07-26
2021-07-22 11:16:04,Imobiliária 211,,01 - Contato,Perdido,,2021-09-06 16:35:31,Tipo C,2021-09-11 11:38:54,2021-09-10
2021-07-22 11:29:08,Imobiliária 13,,02 - Ta quente!,Em aberto,,,Tipo D,2021-10-11 09:43:17,2021-09-22
2021-07-22 11:34:12,Imobiliária 171,Não,02 - Ta quente!,Perdido,,2021-10-14 10:27:37,Tipo C,2021-10-14 10:27:37,
2021-07-22 11:39:08,Imobiliária 26,,02 - Ta quente!,Perdido,,2021-09-06 10:49:27,Tipo B,2021-09-06 10:49:27,2021-07-27
2021-07-22 11:44:44,Imobiliária 38,,02 - Ta quente!,Perdido,,2021-09-13 12:53:12,Tipo C,2021-09-13 12:53:12,2021-07-27
2021-07-22 11:48:50,Imobiliária 116,Sim,05 - Acompanhamento,Perdido,,2021-07-27 14:04:22,Tipo B,2021-07-28 17:04:35,
2021-07-22 11:49:56,Imobiliária 116,Não,05 - Acompanhamento,Perdido,,2021-09-20 17:33:27,Tipo B,2021-09-20 17:33:27,2021-08-13
2021-07-22 11:50:55,Imobiliária 116,Não,05 - Acompanhamento,Perdido,,2021-08-09 17:26:04,Tipo B,2021-08-09 17:26:04,2021-08-04
2021-07-22 11:51:37,Imobiliária 36,,02 - Ta quente!,Perdido,,2021-07-30 11:03:45,Tipo C,2021-07-30 11:03:45,
2021-07-22 11:53:19,Imobiliária 134,,02 - Ta quente!,Perdido,,2021-10-14 10:35:05,Tipo B,2021-10-14 10:35:05,2021-07-30
2021-07-22 11:54:40,Imobiliária 36,,02 - Ta quente!,Perdido,,2021-07-30 11:04:20,Tipo C,2021-07-30 11:04:20,
2021-07-22 11:56:15,Imobiliária 134,,02 - Ta quente!,Perdido,,2021-10-14 10:34:57,Tipo B,2021-10-14 10:34:57,
2021-07-22 11:56:51,Imobiliária 36,,02 - Ta quente!,Perdido,,2021-09-06 10:48:20,Tipo C,2021-09-06 10:48:20,
2021-07-22 11:59:40,Imobiliária 32,,01 - Contato,Perdido,,2021-07-23 16:43:59,Tipo D,2021-07-23 16:44:00,2021-07-23
2021-07-22 12:00:36,Imobiliária 105,Sim,02 - Ta quente!,Perdido,,2021-07-28 16:36:19,Tipo B,2021-07-28 16:36:20,2021-07-27
2021-07-22 12:04:04,Imobiliária 32,,02 - Ta quente!,Perdido,,2021-08-19 14:55:01,Tipo D,2021-08-19 14:55:01,2021-08-18
2021-07-22 13:30:37,Imobiliária 201,,02 - Ta quente!,Perdido,,2021-09-17 15:31:37,Tipo C,2021-09-17 15:31:37,2021-07-28
2021-07-22 13:44:16,Imobiliária 16,,01 - Contato,Perdido,,2021-09-06 16:34:44,Tipo D,2021-09-09 17:27:20,2021-09-08
2021-07-22 13:44:31,Imobiliária 16,,01 - Contato,Perdido,,2021-09-06 16:35:14,Tipo D,2021-09-06 16:35:15,
2021-07-22 13:51:34,Imobiliária 16,,02 - Ta quente!,Perdido,,2021-08-25 16:30:59,Tipo D,2021-08-25 16:31:03,2021-08-25
2021-07-22 13:53:03,Imobiliária 16,,02 - Ta quente!,Perdido,,2021-08-25 11:53:28,Tipo D,2021-08-25 11:53:40,2021-08-25
2021-07-22 13:56:52,Imobiliária 16,,02 - Ta quente!,Perdido,,2021-07-22 14:00:16,Tipo D,2021-07-22 14:00:17,
2021-07-22 14:00:44,Imobiliária 16,,02 - Ta quente!,Perdido,,2021-08-23 16:17:22,Tipo D,2021-08-23 16:17:26,2021-08-23
2021-07-22 14:01:50,Imobiliária 16,,02 - Ta quente!,Perdido,,2021-08-25 11:53:01,Tipo D,2021-08-25 11:53:07,2021-08-25
2021-07-22 14:03:33,Imobiliária 16,,02 - Ta quente!,Perdido,,2021-08-25 11:52:26,Tipo D,2021-08-25 11:52:27,2021-08-25
2021-07-22 14:03:36,Imobiliária 171,Não,04 - Pós-visita,Perdido,,2021-07-23 16:21:38,Tipo C,2021-07-23 16:21:39,2021-07-23
2021-07-22 14:05:27,Imobiliária 171,Não,05 - Acompanhamento,Perdido,,2021-07-23 16:19:31,Tipo C,2021-07-23 16:19:32,2021-07-23
2021-07-22 14:13:49,Imobiliária 15,,01 - Contato,Perdido,,2021-07-23 15:57:39,Tipo D,2021-07-23 15:57:40,
2021-07-22 14:16:53,Imobiliária 105,Sim,03 - Visita Agendada,Perdido,,2021-07-22 14:18:47,Tipo B,2021-07-22 14:25:15,
2021-07-22 14:19:50,Imobiliária 50,,02 - Ta quente!,Perdido,,2021-07-29 13:38:25,Tipo D,2021-07-29 13:38:26,
2021-07-22 14:21:50,Imobiliária 50,,02 - Ta quente!,Perdido,,2021-07-29 13:45:29,Tipo D,2021-07-29 17:59:59,2021-07-29
2021-07-22 14:25:31,Imobiliária 50,,02 - Ta quente!,Perdido,,2021-07-29 13:39:01,Tipo D,2021-07-30 17:43:02,2021-07-30
2021-07-22 14:27:17,Imobiliária 50,,02 - Ta quente!,Perdido,,2021-07-29 13:49:03,Tipo D,2021-07-29 13:49:03,2021-07-29
2021-07-22 14:29:50,Imobiliária 50,,02 - Ta quente!,Perdido,,2021-08-10 09:30:02,Tipo D,2021-08-20 17:21:10,2021-08-10
2021-07-22 14:32:08,Imobiliária 50,,02 - Ta quente!,Perdido,,2021-08-10 09:30:46,Tipo D,2021-08-10 09:30:47,2021-08-10
2021-07-22 14:34:49,Imobiliária 50,,02 - Ta quente!,Perdido,,2021-07-27 16:32:38,Tipo D,2021-07-27 16:32:39,2021-07-28
2021-07-22 14:36:06,Imobiliária 50,,02 - Ta quente!,Perdido,,2021-08-10 09:28:03,Tipo D,2021-08-10 09:28:04,2021-08-13
2021-07-22 14:36:49,Imobiliária 31,Não,05 - Acompanhamento,Perdido,,2021-09-04 11:29:15,Tipo D,2021-09-04 11:29:15,2021-08-06
2021-07-22 14:37:18,Imobiliária 50,,02 - Ta quente!,Perdido,,2021-08-10 09:31:05,Tipo D,2021-08-20 17:17:49,2021-08-10
2021-07-22 14:38:22,Imobiliária 31,Não,05 - Acompanhamento,Perdido,,2021-09-04 11:30:36,Tipo D,2021-09-04 11:30:36,2021-08-06
2021-07-22 14:38:25,Imobiliária 50,,02 - Ta quente!,Perdido,,2021-07-28 16:32:55,Tipo D,2021-07-28 16:32:56,2021-07-28
2021-07-22 14:38:51,Imobiliária 105,,02 - Ta quente!,Perdido,,2021-07-28 16:35:25,Tipo B,2021-07-28 16:35:26,2021-07-28
2021-07-22 14:40:28,Imobiliária 41,,02 - Ta quente!,Perdido,,2021-07-27 11:48:34,Tipo D,2021-07-27 11:48:35,2021-07-28
2021-07-22 14:45:46,Imobiliária 51,,02 - Ta quente!,Perdido,,2021-09-14 11:39:23,Tipo D,2021-09-14 11:39:23,2021-07-27
2021-07-22 14:46:39,Imobiliária 51,,02 - Ta quente!,Perdido,,2021-09-06 10:48:01,Tipo D,2021-09-06 10:48:01,
2021-07-22 14:52:39,Imobiliária 40,,01 - Contato,Em aberto,,,Tipo D,2021-09-13 10:55:32,2021-07-28
2021-07-22 14:53:37,Imobiliária 203,Não,04 - Pós-visita,Perdido,,2021-07-23 09:28:46,Tipo B,2021-07-23 09:28:46,
2021-07-22 14:55:14,Imobiliária 64,Sim,05 - Acompanhamento,Perdido,,2021-08-09 17:28:13,Tipo D,2021-08-09 17:28:13,2021-08-04
2021-07-22 14:55:41,Imobiliária 105,,02 - Ta quente!,Perdido,,2021-07-28 16:36:33,Tipo B,2021-07-28 16:36:34,2021-07-27
2021-07-22 14:56:01,Imobiliária 80,,02 - Ta quente!,Perdido,,2021-10-14 10:34:38,Tipo A,2021-10-14 10:34:38,
2021-07-22 14:58:01,Imobiliária 95,,02 - Ta quente!,Perdido,,2021-08-18 11:44:56,Tipo B,2021-08-18 11:44:56,
2021-07-22 14:59:07,Imobiliária 64,Não,05 - Acompanhamento,Perdido,,2021-07-26 16:02:05,Tipo D,2021-07-26 16:02:05,2021-07-24
2021-07-22 15:00:52,Imobiliária 50,,02 - Ta quente!,Perdido,,2021-07-29 13:40:54,Tipo D,2021-07-29 17:59:59,2021-07-29
2021-07-22 15:05:38,Imobiliária 44,,02 - Ta quente!,Perdido,,2021-07-27 13:50:19,Tipo D,2021-07-27 13:50:20,2021-07-27
2021-07-22 15:08:23,Imobiliária 44,,02 - Ta quente!,Perdido,,2021-07-27 13:46:32,Tipo D,2021-07-27 13:46:32,2021-07-27
2021-07-22 15:10:28,Imobiliária 105,,02 - Ta quente!,Perdido,,2021-08-16 16:28:13,Tipo B,2021-08-16 16:28:15,2021-08-04
2021-07-22 15:10:48,Imobiliária 43,,01 - Contato,Em aberto,,,Tipo D,2021-09-15 14:21:53,2021-07-29
2021-07-22 15:13:43,Imobiliária 43,,02 - Ta quente!,Perdido,,2021-08-20 15:34:31,Tipo D,2021-08-20 17:22:49,2021-08-20
2021-07-22 15:14:04,Imobiliária 105,,02 - Ta quente!,Perdido,,2021-07-28 16:42:04,Tipo B,2021-07-28 16:42:05,
2021-07-22 15:16:18,Imobiliária 43,,02 - Ta quente!,Perdido,,2021-07-27 15:16:39,Tipo D,2021-07-27 15:16:40,2021-07-29
2021-07-22 15:29:36,Imobiliária 3,Sim,01 - Contato,Em aberto,,,Tipo B,2021-09-13 10:57:59,
2021-07-22 15:30:58,Imobiliária 3,,02 - Ta quente!,Perdido,,2021-09-14 09:37:02,Tipo B,2021-09-14 09:37:02,2021-07-29
2021-07-22 15:37:32,Imobiliária 3,Sim,04 - Pós-visita,Perdido,,2021-07-27 10:21:18,Tipo B,2021-07-27 10:21:18,
2021-07-22 15:39:20,Imobiliária 3,Sim,05 - Acompanhamento,Perdido,,2021-09-13 11:02:43,Tipo B,2021-09-13 11:02:43,2021-08-03
2021-07-22 15:52:36,Imobiliária 202,,02 - Ta quente!,Em aberto,,,Tipo C,2021-09-14 11:41:06,2021-09-13
2021-07-22 16:02:14,Imobiliária 50,Sim,03 - Visita Agendada,Perdido,,2021-07-26 14:11:23,Tipo D,2021-07-26 14:11:24,2021-07-26
2021-07-22 16:11:37,Imobiliária 149,Não,05 - Acompanhamento,Perdido,,2021-07-26 11:36:58,Tipo C,2021-07-26 11:36:59,2021-07-23
2021-07-22 16:28:59,Imobiliária 200,Sim,05 - Acompanhamento,Perdido,,2021-09-14 11:26:56,Tipo C,2021-09-14 11:26:56,
2021-07-22 16:34:09,Imobiliária 172,,01 - Contato,Perdido,,2021-09-13 11:21:47,Tipo B,2021-09-13 11:21:47,
2021-07-22 16:34:36,Imobiliária 172,,02 - Ta quente!,Perdido,,2021-09-13 12:53:02,Tipo B,2021-09-13 12:53:02,
2021-07-22 16:35:04,Imobiliária 172,,02 - Ta quente!,Perdido,,2021-09-14 12:11:52,Tipo B,2021-09-14 12:11:52,
2021-07-22 16:35:26,Imobiliária 172,,02 - Ta quente!,Perdido,,2021-09-14 11:01:18,Tipo B,2021-09-14 11:01:18,
2021-07-22 16:35:50,Imobiliária 172,,02 - Ta quente!,Perdido,,2021-09-13 12:52:54,Tipo B,2021-09-13 12:52:54,
2021-07-22 16:44:19,Imobiliária 171,,02 - Ta quente!,Perdido,,2021-10-14 10:27:30,Tipo C,2021-10-14 10:27:30,2021-07-23
2021-07-22 16:50:01,Imobiliária 84,Sim,05 - Acompanhamento,Perdido,,2021-07-24 11:04:40,Tipo A,2021-07-24 11:04:41,2021-07-23
2021-07-22 16:52:12,Imobiliária 52,Sim,05 - Acompanhamento,Perdido,,2021-09-03 15:02:28,Tipo D,2021-09-03 15:02:28,2021-08-06
2021-07-22 16:53:00,Imobiliária 52,Não,05 - Acompanhamento,Perdido,,2021-09-03 14:44:36,Tipo D,2021-09-03 14:44:36,2021-08-04
2021-07-22 16:53:50,Imobiliária 131,,02 - Ta quente!,Perdido,,2021-08-04 15:04:11,Tipo B,2021-08-04 15:04:11,2021-08-04
2021-07-22 16:54:08,Imobiliária 52,Não,05 - Acompanhamento,Perdido,,2021-08-02 15:33:10,Tipo D,2021-08-02 15:33:10,2021-08-04
2021-07-22 16:59:38,Imobiliária 105,Não,05 - Acompanhamento,Perdido,,2021-07-28 16:31:49,Tipo B,2021-07-28 16:31:50,2021-07-26
2021-07-22 17:01:52,Imobiliária 92,Sim,05 - Acompanhamento,Perdido,,2021-09-03 14:48:30,Tipo A,2021-09-03 14:48:30,2021-08-04
2021-07-22 17:04:52,Imobiliária 92,Não,04 - Pós-visita,Perdido,,2021-07-27 14:21:42,Tipo A,2021-07-27 14:21:42,2021-07-24
2021-07-22 17:36:06,Imobiliária 149,Não,05 - Acompanhamento,Perdido,,2021-07-28 15:22:12,Tipo C,2021-07-28 15:22:13,2021-07-26
2021-07-23 08:07:44,Imobiliária 146,Sim,05 - Acompanhamento,Perdido,,2021-09-14 11:27:26,Tipo B,2021-09-14 11:27:26,
2021-07-23 08:51:53,Imobiliária 3,,02 - Ta quente!,Perdido,,2021-09-14 09:42:41,Tipo B,2021-09-14 09:42:41,
2021-07-23 08:57:29,Imobiliária 22,,02 - Ta quente!,Perdido,,2021-10-14 10:26:34,Tipo D,2021-10-14 10:26:34,2021-07-23
2021-07-23 09:02:04,Imobiliária 22,,02 - Ta quente!,Perdido,,2021-10-14 10:28:02,Tipo D,2021-10-14 10:28:02,
2021-07-23 09:13:47,Imobiliária 69,,02 - Ta quente!,Perdido,,2021-09-16 14:47:44,Tipo D,2021-09-16 14:47:44,2021-07-30
2021-07-23 09:14:09,Imobiliária 76,Sim,04 - Pós-visita,Perdido,,2021-07-29 16:44:55,Tipo A,2021-07-29 16:44:55,2021-07-30
2021-07-23 09:41:54,Imobiliária 195,,01 - Contato,Em aberto,,,Tipo B,2021-09-23 08:36:39,2021-07-23
2021-07-23 09:44:00,Imobiliária 74,,02 - Ta quente!,Perdido,,2021-09-17 11:12:42,Tipo C,2021-09-17 11:12:42,2021-09-20
2021-07-23 09:52:19,Imobiliária 74,,02 - Ta quente!,Perdido,,2021-09-04 11:06:11,Tipo C,2021-09-04 11:09:27,2021-08-13
2021-07-23 09:59:27,Imobiliária 17,,02 - Ta quente!,Perdido,,2021-09-04 11:36:50,Tipo D,2021-09-04 11:36:51,
2021-07-23 10:03:41,Imobiliária 131,,02 - Ta quente!,Perdido,,2021-09-21 15:46:39,Tipo B,2021-09-21 15:46:43,2021-09-21
2021-07-23 10:17:23,Imobiliária 172,Sim,07 - Negociação,Perdido,,2021-07-23 10:21:14,Tipo B,2021-07-23 10:21:14,
2021-07-23 10:18:04,Imobiliária 32,,02 - Ta quente!,Perdido,,2021-10-14 10:35:19,Tipo D,2021-10-14 10:35:19,
2021-07-23 10:25:07,Imobiliária 32,,02 - Ta quente!,Perdido,,2021-09-21 15:31:07,Tipo D,2021-09-21 15:31:07,2021-07-29
2021-07-23 10:30:04,Imobiliária 131,,02 - Ta quente!,Perdido,,2021-07-23 16:32:43,Tipo B,2021-07-29 09:30:47,2021-07-28
2021-07-23 10:32:58,Imobiliária 172,Sim,02 - Ta quente!,Perdido,,2021-09-13 12:52:45,Tipo B,2021-09-13 12:52:45,
2021-07-23 10:33:40,Imobiliária 170,,02 - Ta quente!,Em aberto,,,Tipo B,2021-10-13 17:04:15,
2021-07-23 10:33:51,Imobiliária 172,Sim,07 - Negociação,Em aberto,,,Tipo B,2021-10-08 11:31:32,2021-08-23
2021-07-23 10:34:06,Imobiliária 74,,02 - Ta quente!,Perdido,,2021-09-24 14:44:31,Tipo C,2021-09-24 14:44:32,2021-09-22
2021-07-23 10:40:27,Imobiliária 22,,02 - Ta quente!,Perdido,,2021-10-14 10:27:22,Tipo D,2021-10-14 10:27:22,
2021-07-23 10:45:23,Imobiliária 105,Sim,05 - Acompanhamento,Perdido,,2021-07-23 15:26:41,Tipo B,2021-07-23 15:26:42,2021-07-26
2021-07-23 10:46:05,Imobiliária 3,Não,04 - Pós-visita,Perdido,,2021-07-27 10:27:44,Tipo B,2021-07-27 10:27:44,
2021-07-23 10:49:09,Imobiliária 74,Não,04 - Pós-visita,Perdido,,2021-07-24 10:50:00,Tipo C,2021-07-24 10:50:01,2021-07-24
2021-07-23 10:52:33,Imobiliária 105,,02 - Ta quente!,Perdido,,2021-08-05 14:08:35,Tipo B,2021-08-05 14:08:36,2021-07-27
2021-07-23 11:00:12,Imobiliária 195,,02 - Ta quente!,Perdido,,2021-09-06 15:48:46,Tipo B,2021-09-06 15:48:46,2021-09-06
2021-07-23 11:01:55,Imobiliária 192,,01 - Contato,Perdido,,2021-08-31 14:57:00,Tipo B,2021-08-31 14:57:00,2021-07-26
2021-07-23 11:04:04,Imobiliária 15,,01 - Contato,Em aberto,,,Tipo D,2021-10-01 08:58:49,2021-08-17
2021-07-23 11:04:24,Imobiliária 12,,01 - Contato,Perdido,,2021-09-09 15:48:30,Tipo B,2021-09-09 15:48:30,2021-08-26
2021-07-23 11:08:57,Imobiliária 46,,02 - Ta quente!,Perdido,,2021-09-06 10:48:44,Tipo D,2021-09-06 10:48:44,2021-07-27
2021-07-23 11:10:05,Imobiliária 11,,02 - Ta quente!,Em aberto,,,Tipo D,2021-10-14 10:31:42,
2021-07-23 11:20:14,Imobiliária 58,,02 - Ta quente!,Perdido,,2021-09-16 14:59:32,Tipo D,2021-09-16 14:59:32,2021-08-25
2021-07-23 11:34:17,Imobiliária 18,,02 - Ta quente!,Perdido,,2021-08-11 14:21:30,Tipo D,2021-08-11 14:21:37,2021-08-10
2021-07-23 11:39:45,Imobiliária 76,Não,05 - Acompanhamento,Perdido,,2021-09-20 17:33:42,Tipo A,2021-09-20 17:33:42,2021-08-20
2021-07-23 11:40:16,Imobiliária 3,Sim,03 - Visita Agendada,Perdido,,2021-07-27 10:38:26,Tipo B,2021-07-27 10:38:26,
2021-07-23 11:44:30,Imobiliária 3,Não,04 - Pós-visita,Perdido,,2021-07-27 10:36:53,Tipo B,2021-07-27 10:36:53,
2021-07-23 11:46:32,Imobiliária 3,Não,04 - Pós-visita,Perdido,,2021-07-27 10:37:02,Tipo B,2021-07-27 10:37:02,
